Publication.Year,Study.Name,Study.Name.numbered,Title,Journal,Paper.Notes,WoS.Search,Google.Scholar,Partial.database,Original.Source_Publication.Year,Uses.Hatching.Success_Failure,Uses.Hatchability,Study.Start,Study.End,Order,Common.Name,IUCN.Name,BirdTree.Tip,IUCN.Status.Current.Parent,Regional.Threat.Status,IUCN.Status.Current_SUB,Threat_Status_SUB,Latitude,Longitude,Wild.Managed.Captive,Incubation,Nestboxes.Burrows.Sites,Supplementary.Feeding,Mean.Hatching.Failure.std,Mean.Hatching.Success.std,Standard.Error,Standard.Deviation,Clutch.Size.BoW,Clutch.Size.NZBO,Av.Clutch.Size,Av.Clutch.Size.Mean,Cooney2020_log.Clutch.Size,Cooney2020_10^.Clutch.Size,Nest.Clutch.no,Eggs.no,Eggs.StudyClutch.Mean,Eggs.CooneyClutch,Egg.NZBO.Clutch.Size,Egg.BoW.Clutch.Size,Total,Cases,Proportion,Standardised.Hatching.Success.Definition,Standardised.Hatchability.Definition,Other.Definition,Calculations.Estimations_HatchingFailure,Calculations.Estimations_TotalEggs,TotalEggs_Summary
2017,Dorset et al. 2017,Dorset et al. 2017 (02),Behavioral plasticity in response to perceived predation risk in breeding House Wrens,Evolutionary Biology,NA,YES,NO,NO,2017,YES,NO,2014,2015,Passeriformes,House Wren,Troglodytes_aedon,Troglodytes_aedon,NA,,LC,Non-threatened,40.6680000,-88.8920000,Wild managed,Natural,Yes,No,5,95,2.00,NA,,,6-8 eggs,7,0.798132497,6.2825,16,NA,112,100.52,NA,NA,112,106.4,0.95,Percentage/Proportion of eggs that hatched out of eggs that survived the entire incubation period,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2009,Doss et al. 2009,Doss et al. 2009,"Breeding biology of the Purple Swamphen (Porphyrio porphyrio) at Tirunelveli, South India",The Wilson Journal of Ornithology,NA,YES,NO,NO,2009,YES,NO,2003,2004,Gruiformes,Purple Swamphen,Porphyrio_porphyrio,Porphyrio_porphyrio,NA,,LC,Non-threatened,8.7333330,77.7333330,Wild,Natural,No,No,12.65822785,87.34177215,0.00,0.00,,,4.5 ± 1.5,4.5,0.602059991,4,NA,79,NA,NA,NA,NA,79,69,0.873417722,Not stated,NA,NA,HS% calculated from text,Total eggs calculated from text,Actual total
2010,DuRant et al. 2010,DuRant et al. 2010 (01),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,Journal of Experimental Biology,NA,YES,NO,NO,2010,YES,YES,NA,NA,Anseriformes,Wood Duck,Aix_sponsa,Aix_sponsa,NA,,LC,Non-threatened,33.3439940,-81.7349440,Wild managed,Artificial,Yes,No,57,43,0.00,0.00,,,12,12,1.061640934,11.525,NA,52,NA,NA,NA,NA,52,22.36,0.43,Not stated,Not stated,NA,NA,NA,Actual total
2010,DuRant et al. 2010,DuRant et al. 2010 (02),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,Journal of Experimental Biology,NA,YES,NO,NO,2010,YES,YES,NA,NA,Anseriformes,Wood Duck,Aix_sponsa,Aix_sponsa,NA,,LC,Non-threatened,33.3439940,-81.7349440,Wild managed,Artificial,Yes,No,50,50,0.00,0.00,,,12,12,1.061640934,11.525,NA,28,NA,NA,NA,NA,28,14,0.5,Not stated,Not stated,NA,NA,NA,Actual total
2010,DuRant et al. 2010,DuRant et al. 2010 (03),Slight differences in incubation temperature affect early growth and stress endocrinology of wood duck (Aix sponsa) ducklings,Journal of Experimental Biology,NA,YES,NO,NO,2010,YES,YES,NA,NA,Anseriformes,Wood Duck,Aix_sponsa,Aix_sponsa,NA,,LC,Non-threatened,33.3439940,-81.7349440,Wild managed,Artificial,Yes,No,33,67,0.00,0.00,,,12,12,1.061640934,11.525,NA,55,NA,NA,NA,NA,55,36.85,0.67,Not stated,Not stated,NA,NA,NA,Actual total
2009,Eeva et al. 2009,Eeva et al. 2009 (01),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Eurasian Blue Tit,Cyanistes_caeruleus,Parus_caeruleus,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,17.3,82.7,1.55,NA,,,10.3 ± 0.18,10.3,0.890001613,7.7625,137,NA,1411.1,1063.4625,NA,NA,1411.1,1166.9797,0.827,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2009,Eeva et al. 2009,Eeva et al. 2009 (02),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Eurasian Blue Tit,Cyanistes_caeruleus,Parus_caeruleus,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,14.9,85.1,1.59,NA,,,10.1 ± 0.22,10.1,0.890001613,7.7625,88,NA,888.8,683.1,NA,NA,888.8,756.3688,0.851,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2009,Eeva et al. 2009,Eeva et al. 2009 (03),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Eurasian Blue Tit,Cyanistes_caeruleus,Parus_caeruleus,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,16.5,83.5,1.61,NA,,,9.79 ± 0.2,9.79,0.890001613,7.7625,105,NA,1027.95,815.0625,NA,NA,1027.95,858.33825,0.835,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2009,Eeva et al. 2009,Eeva et al. 2009 (04),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Great Tit,Parus_major,Parus_major,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,12.9,87.1,1.10,NA,,,8.53 ± 0.15,8.53,0.927498682,8.4625,382,NA,3258.46,3232.675,NA,NA,3258.46,2838.11866,0.871,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 2,Estimated from study mean
2009,Eeva et al. 2009,Eeva et al. 2009 (05),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Great Tit,Parus_major,Parus_major,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,12.3,87.7,1.07,NA,,,8.96 ± 0.16,8.96,0.927498682,8.4625,342,NA,3064.32,2894.175,NA,NA,3064.32,2687.40864,0.877,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 2,Estimated from study mean
2009,Eeva et al. 2009,Eeva et al. 2009 (06),Breeding performance of blue tits (Cyanistes caeruleus) and great tits (Parus major) in a heavy metal polluted area,Environmental Pollution,NA,YES,NO,NO,2009,YES,NO,1996,2008,Passeriformes,Great Tit,Parus_major,Parus_major,NA,,LC,Non-threatened,61.3333330,22.1666670,Wild managed,Natural,Yes,No,8.5,91.5,0.79,NA,,,9.21 ± 0.15,9.21,0.927498682,8.4625,394,NA,3628.74,3334.225,NA,NA,3628.74,3320.2971,0.915,Percentage/Proportion of eggs that hatched out of eggs laid [aka Hatching Probability],NA,[Hatching Probability] % hatchlings/eggs,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 2,Estimated from study mean
2006,Elliott et al. 2006,Elliott et al. 2006,Productivity of kakapo (Strigops habroptilus) on offshore island refuges,Notornis,Found via White (2012),NO,NO,NO,2006,YES,NO,1981,2002,Psittaciformes,Kakapo/Kākāpō,Strigops_habroptila,Strigops_habroptila,NA,,CR,Threatened,-43.6384264,170.4263372,Wild managed,Artificial,No,Yes,56.84931507,43.15068493,0.00,0.00,,,NA,NA,0.356981401,2.275,NA,146,NA,NA,NA,NA,146,63,0.431506849,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,Exact HS% calculated from text,NA,Actual total
2014,Fargallo et al. 2014,Fargallo et al. 2014,Eggshell pigmentation has no evident effects on offspring viability in common kestrels,Evolutionary Ecology,NA,YES,NO,NO,2014,YES,YES,2009,2009,Falconiformes,Common Kestrel/Eurasian Kestrel/Mediterranean Kestrel,Falco_tinnunculus,Falco_tinnunculus,NA,,LC,Non-threatened,40.7334470,-4.5487450,Wild managed,Natural,Yes,No,6.201550388,93.79844961,0.00,0.00,,,3-7 eggs,5,0.65079304,4.475,25,129,125,111.875,NA,NA,129,121,0.937984496,Not stated,Not stated,NA,Exact HS% calculated from text,NA,Actual total
2018,Ferreira-Rodriguez & Pombal 2018,Ferreira-Rodriguez & Pombal 2018,Predation pressure on the hatching of the Kentish plover (Charadrius alexandrinus) in clutch protection projects: A case study in north Portugal,Wildlife Research,NA,YES,NO,NO,2018,YES,NO,2012,2016,Charadriiformes,Kentish Plover/Snowy Plover,Charadrius_alexandrinus,Charadrius_alexandrinus,NA,,LC,Non-threatened,41.8000000,-8.8500000,Wild managed,Natural,No,No,0,100,0.00,0.00,,,3,3,0.474944335,2.985,208,NA,624,620.88,NA,NA,624,624,1,"Mayfield Method (1961, 1975)",NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (01),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild,Natural,No,No,0,100,0.00,NA,,,2.2,2.2,NA,NA,7,NA,15.4,NA,NA,NA,15.4,15.4,1,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (02),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild,Natural,No,No,13.9874739,86.0125261,7.72,NA,,,2.2,2.2,NA,NA,22,NA,48.4,NA,NA,NA,48.4,41.63006263,0.860125261,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (03),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild,Natural,No,No,0,100,0.00,NA,,,2.2,2.2,NA,NA,5,NA,11,NA,NA,NA,11,11,1,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (04),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild,Natural,No,No,4.5929019,95.4070981,4.59,NA,,,2.2,2.2,NA,NA,19,NA,41.8,NA,NA,NA,41.8,39.88016701,0.954070981,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (05),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild managed,Natural,Yes,No,18.7891441,81.2108559,9.60,NA,,,1.7,1.7,NA,NA,16,NA,27.2,NA,NA,NA,27.2,22.0893528,0.812108559,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (06),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild managed,Natural,Yes,No,10.0208768,89.9791232,7.20,NA,,,1.7,1.7,NA,NA,19,NA,32.3,NA,NA,NA,32.3,29.06325679,0.899791232,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (07),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild managed,Natural,Yes,No,29.1231733,70.8768267,11.17,NA,,,1.7,1.7,NA,NA,17,NA,28.9,NA,NA,NA,28.9,20.48340292,0.708768267,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2009,Fiorini et al. 2009,Fiorini et al. 2009 (08),Shiny cowbirds synchronize parasitism with host laying and puncture host eggs according to host characteristics,Animal Behaviour,NA,YES,NO,NO,2009,YES,YES,2002,2006,Passeriformes,Shiny Cowbird,Molothrus_bonariensis,Molothrus_bonariensis,NA,,LC,Non-threatened,-35.1333330,-57.3833330,Wild managed,Natural,Yes,No,32.9853862,67.0146138,14.09,NA,,,1.7,1.7,NA,NA,12,NA,20.4,NA,NA,NA,20.4,13.67098122,0.670146138,Not stated,Not stated,NA,HS% extracted from Figure 1 using WebPlotDigitize,Total eggs estimated based on mean clutch size from study and number of clutches in Table 1,Estimated from study mean
2015,Fouzari et al. 2015,Fouzari et al. 2015,Nesting ecology of ferruginous duck Aythya nyroca in North-Eastern Algeria,African Zoology,NA,YES,NO,NO,2015,YES,NO,2013,2013,Anseriformes,Ferruginous Duck,Aythya_nyroca,Aythya_nyroca,NA,,NT,Non-threatened,36.8833330,8.5166670,Wild,Natural,No,No,19.34,80.66,NA,NA,,,9.51 ± 1.84,9.51,0.953034457,8.975,58,NA,551.58,520.55,NA,NA,551.58,444.904428,0.8066,Not stated,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from text,Estimated from study mean
2005,Friedl & Klump 2005,Friedl & Klump 2005,Extrapair fertilizations in Red Bishops (Euplectes orix): Do females follow conditional extrapair strategies?,The Auk,Found in Stewart & Westneat (2013) Appendix 1,NO,NO,NO,2005,YES,YES,1993,1997,Passeriformes,Southern Red Bishop/Red Bishop,Euplectes_orix,Euplectes_orix,NA,,LC,Non-threatened,-33.4333330,25.7500000,Wild,Natural,No,No,8.571428571,91.42857143,0.00,0.00,,,2-4 eggs,3,0.48784512,3.075,403,1190,1209,1239.225,NA,NA,1190,1088,0.914285714,Not stated,Not stated,NA,NA,NA,Actual total
2017,Fu et al. 2017,Fu et al. 2017,Unusual incubation behavior and embryonic tolerance of hypothermia in the Sichuan Partridge (Arborophila rufipectus),Journal of Ornithology,NA,YES,NO,NO,2017,YES,NO,2010,2015,Galliformes,Sichuan Partridge,Arborophila_rufipectus,Arborophila_rufipectus,NA,,EN,Threatened,28.6936110,104.0150000,Wild,Natural,No,No,11.6,88.4,0.00,0.00,,,5.0 ± 0.9,5,NA,NA,8,43,40,NA,NA,NA,43,38.012,0.884,Percentage/Proportion of eggs that hatched in successful clutches/nests (at least one egg hatched) [Hatching Rate],NA,[Hatching Rate] Proportion of hatched eggs in successful nests (at least one egg hatched),NA,NA,Actual total
2008,Garcia-Navas et al. 2008,Garcia-Navas et al. 2008 (01),Nestbox use and reproductive parameters of Tree Sparrows Passer montanus: Are they affected by the presence of old nests?,Acta Ornithologica,NA,YES,NO,NO,2008,YES,NO,2006,2007,Passeriformes,Eurasian Tree Sparrow/Tree Sparrow,Passer_montanus,Passer_montanus,NA,,LC,Non-threatened,39.8500000,-4.0166670,Wild managed,Natural,Yes,No,17.18,82.82,NA,5.14,,,5.00 ± 0.10,5,0.684620978,4.8375,48,NA,240,232.2,NA,NA,240,198.768,0.8282,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2008,Garcia-Navas et al. 2008,Garcia-Navas et al. 2008 (02),Nestbox use and reproductive parameters of Tree Sparrows Passer montanus: Are they affected by the presence of old nests?,Acta Ornithologica,NA,YES,NO,NO,2008,YES,NO,2006,2007,Passeriformes,Eurasian Tree Sparrow/Tree Sparrow,Passer_montanus,Passer_montanus,NA,,LC,Non-threatened,39.8500000,-4.0166670,Wild managed,Natural,Yes,No,18.5,81.5,NA,4.19,,,4.97 ± 0.1,4.97,0.684620978,4.8375,42,NA,208.74,203.175,NA,NA,208.74,170.1231,0.815,Percentage/Proportion of eggs that hatched out of eggs laid,NA,NA,NA,Total eggs estimated based on mean clutch size from study and number of clutches from Table 1,Estimated from study mean
2020,Gill et al. 2020,Gill et al. 2020,Genetic monogamy despite frequent extrapair copulations in “strictly monogamous” wild jackdaws,Behavioral Ecology,NA,NO,NO,NO,2020,YES,NO,2017,2017,Passeriformes,Eurasian Jackdaw/Western Jackdaw,Corvus_monedula,Corvus_monedula,NA,,LC,Non-threatened,48.0000000,11.3390000,Wild managed,Natural,Yes,No,9.210526316,90.78947368,0.00,0.00,,,5 ± 1.15,5,0.653212514,4.5,16,76,80,72,NA,NA,76,69,0.907894737,Not stated,NA,NA,HS% calculated from text,NA,Actual total
2017,Glądalski et al. 2017,Glądalski et al. 2017 (01),Differences in the breeding success of blue tits Cyanistes caeruleus between a forest and an urban area: a long-term study,Acta Ornithologica,NA,YES,NO,NO,2017,YES,YES,2002,2015,Passeriformes,Eurasian Blue Tit,Cyanistes_caeruleus,Parus_caeruleus,NA,,LC,Non-threatened,51.7500000,19.4000000,Wild managed,Natural,Yes,No,14.11411411,85.88588589,0.00,0.00,,,NA,NA,0.890001613,7.7625,312,3330,NA,2421.9,NA,NA,3330,2860,0.858858859,Percentage/Proportion of eggs that hatched relative to clutch size,Not stated,NA,HS% calculated from text,NA,Actual total
2017,Glądalski et al. 2017,Glądalski et al. 2017 (02),Differences in the breeding success of blue tits Cyanistes caeruleus between a forest and an urban area: a long-term study,Acta Ornithologica,NA,YES,NO,NO,2017,YES,YES,2002,2015,Passeriformes,Eurasian Blue Tit,Cyanistes_caeruleus,Parus_caeruleus,NA,,LC,Non-threatened,51.7500000,19.4000000,Wild managed,Natural,Yes,No,14.50848796,85.49151204,0.00,0.00,,,NA,NA,0.890001613,7.7625,441,5066,NA,3423.2625,NA,NA,5066,4331,0.85491512,Percentage/Proportion of eggs that hatched relative to clutch size,Not stated,NA,HS% calculated from text,NA,Actual total
2016,Gonzalez Zuarth et al. 2016,Gonzalez Zuarth et al. 2016,Breeding biology of the Atlantic Least Tern (Sternula antillarum antillarum) in a colony of the south of the Gulf of Mexico: new perspectives for its threat status,Revista Brasileria de Ornitologia,NA,YES,NO,NO,2016,YES,NO,2010,2010,Charadriiformes,Atlantic Least Tern,Sternula_antillarum_antillarum,Sterna_antillarum,LC,Not Evaluated,LC,Non-threatened,18.7530080,-91.4872860,Wild,Natural,No,No,2.928870293,97.07112971,0.00,0.00,,,1.64 ± 0.04,1.64,0.301029996,2,NA,239,NA,NA,NA,NA,239,232,0.970711297,Percentage/Proportion of eggs that hatched out of eggs laid minus lost eggs,NA,NA,HS% calculated from Table 1,Total eggs calculated from Table 1,Actual total
